,Paper ID,Hypothesis/Proposition #,Hypothesis/Proposition Full Sentence
215,chl08hrm.txt,h3,the hypotheses set up to examine the impact the three competitive strategies have on hr configurations are: 
216,chl08hrm.txt,h4,hypo 2: cost-reduction strategy is positively associated with compliance.
217,chl08hrm.txt,h5,hypo 2: quality-enhancing strategy is positively associated with commitment and negatively associated with market.
218,chl08hrm.txt,h6,"hypo 2: innovation strategy is positively associated with commitment, market, and collaboration, with a lower magnitude in market."
219,chl08hrm.txt,h7,"due to space limitations, three of the most critical hypotheses are set as follows: "
220,chl08hrm.txt,h8,hypo 3: the interaction of cost-reduction strategy with compliance configuration will further enhance organizational performance.
221,chl08hrm.txt,h9,"hypo 3: the interaction of quality-enhancing strategy and commitment configuration will further enhance organizational performance, and the interaction with market configuration will reduce organizational performance."
222,chl08hrm.txt,h10,"hypo 3: the interaction of innovation strategy with commitment, market, and collaboration human resource management doi: 10.1002/hrm strategic hrm in china: configurations and competitive advantage configuration will further enhance organizational performance."
223,chl08hrm.txt,h11,hypo 3: innovation x commitment has a significant positive effect on both sales and profit growth .
224,chl09ijhrm.txt,h0,hypo 1: both inducement-hr and involvement-hr systems are positively associated with performance outcomes and negatively associated with turnover rate.
225,chl09ijhrm.txt,h1,hypo 2: a bureaucratic culture combining both inducement- and involvementhr shows no signiﬁcant relationship to performance and turnover.
226,chl09ijhrm.txt,h2,hypo 3: firms pursuing a quality strategy with both inducement-hr and involvement-hr systems will be positively associated with performance outcome and negatively with staff turnover.
227,chl09ijhrm.txt,h3,hypo 3: firms pursuing an innovation strategy with involvement-hr will be positively associated with performance outcome and negatively with staff turnover.
228,chl09ijhrm.txt,h4,"hypo 1: while both inducement-hr and involvement-hr showed a direct and signiﬁcant effect on performance outcome, they had through no signiﬁcant effect on reducing turnover."
229,chl09ijhrm.txt,h5,hypo 3: was supported for turnover but not for performance outcome.
230,ck99smj.txt,h0,hypo 2: outlet-level asset specificity and interfirm cooperation will be positively related.
231,ck99smj.txt,h1,hypo 2: specific knowledge and interfirm cooperation will be negatively related.
232,ck99smj.txt,h2,hypo 2: geographic dispersion and interfirm cooperation will be positively related.
233,ck99smj.txt,h3,hypo 3: the combination of high resource levels and unfavorable exchange conditions will be negatively related to interfirm cooperation.
234,ck99smj.txt,h4,hypo 4: brand name reputation and performance will be positively related.
235,ck99smj.txt,h5,hypo 4: top management team experience and performance will be positively related.
236,ck99smj.txt,h6,hypo 5: the interaction of exchange conditions and interfirm cooperation will be significantly related to firm performance.
237,ck99smj.txt,h7,"hypo 3: is unique in that it is an a priori ordinal interaction, where one independent variable affects the dependent variable at only one level of the other independent variable ."
238,ck99smj.txt,h8,"instead, the appropriate analytical technique is a simple planned comparison of hypothesized differences accordingly, after placing firms into the four cells portrayed in figure 1 based on resource and exchange condition variable medians, we created two groups: those firms expected to prefer full ownership according to "
239,ck99smj.txt,h9,hypo 3: vs. those expected to prefer interfirm cooperation .
240,ck99smj.txt,h10,"hypo 3: , is an a priori disordinal interaction in which one independent variable affects the dependent variable differently at different levels of the other independent variable ."
241,ck99smj.txt,h11,hypo 5: as depicted in figure 2. results table 1 reports descriptive statistics and pearson product-moment correlations among measures used in the study.
242,ck99smj.txt,h12,"hypo 5: , the second and fourth regression equations in table 5 show that the interaction terms for both roa and market-to-book value were significant."
243,ck99smj.txt,h13,"hypo 5: when both performance variables are considered, the interaction appears to be largely a function of significantly lower performance among firms using interfirm cooperation when exchange conditions pointed toward full ownership ."
244,ck99smj.txt,h14,"hypo 5: an interaction effect between exchange conditions and interfirm cooperation on performance was found, but the nature of the interaction was only partially consistent with expectations."
245,ck99smj.txt,h15,"hypo 3: table 5 shows the results for hypotheses 4ab and 5. brand name reputation was a significant predictor of roa but not market-to-book value , offering only partial support for "
246,ck99smj.txt,h16,"hypo 4: ; top management discussion the resource-based view and organizational economics have become regarded as valuable instruments for enhancing knowledge of interfirm cooperation, its antecedents, and its consequences."
247,ck99smj.txt,h17,"hypo 3: , enhances knowledge about the link between resources and exchange conditions by demonstrating how managers resolve the dilemma created when these forces collide."
248,ck99smj.txt,h18,hypo 4: ; top management experience was not significantly related to either performance measure.
249,ck99smj.txt,h19,"hypo 5: , exchange conditions and chains' use of interfirm cooperation interacted to influence performance."
250,cl09etp.txt,h0,hypo 1: the congenital learning of the venture team as measured by prestart level of education and years of industry experience is positively associated with venture performance.
251,cl09etp.txt,h1,hypo 2: participation of team members in knowledge-acquisition activities is positively related to venture performance.
252,cl09etp.txt,h2,hypo 3: the grafting of new management team members after venture start-up is positively related to venture performance.
253,cl09etp.txt,h3,hypo 4: task environment dynamism is a positive moderator of the relationship between congenital learning as measured by education and venture performance.
254,cl09etp.txt,h4,hypo 5: task environment dynamism is a positive moderator of the relationship between congenital learning as measured by experience and venture performance.
255,cl09etp.txt,h5,hypo 6: task environment dynamism is a positive moderator of the relationship between participation of team members in vicarious learning and search-andnotice learning and venture performance.
256,cl09etp.txt,h6,hypo 7: task environment dynamism is a positive moderator of the relationship between grafting and venture performance.
257,cl09etp.txt,h7,"may, 2009 table 2 descriptive statistics and correlations variable mean sd results of hierarchical regression analyses testing hypotheses 1–7 "
258,cl09etp.txt,h8,"hypo 7: interaction grafting 1. manufacturing 2. retail 3. business service 4. education 5. industry experience 6. dynamism 7. added team members 8. vicarious/search and notice 9. venture performance * p .05, ** p .01, *** p .001. n = 124. table 3 first block manufacturing retail business service second block team education team industry experience vicarious/search and notice grafting dynamism change r-square third block team education ¥ dynamism team experience ¥ dynamism vicarious/search and notice ¥ dynamism grafting ¥ dynamism change r-square total r-square total adjusted r-square total f * p < .05, ** p < .01, *** p < .001. n = 124. dependent, venture performance."
259,cl09etp.txt,h9,"task environment dynamism does not moderate the relationship between experience and venture performance, thus providing support for hypotheses 4, 6, and 7, but not for "
